Input,Output,Domain
"오후 2시 15분 축구장 1층 출입구에 42명의 사람들이 모여있으며, 적정 기준치는 30명입니다.","축구장 1층 출입구에서 적정 기준치 30명을 12명 상회한 42명이 집중되어 있습니다. 경기 입장 시간이 임박하여 인파 증가가 진행 중이며, 오후 3시 킥오프 전까지 추가 관중 유입으로 혼잡 가중이 우려됩니다.",군중 밀집 및 체류 감지
"오전 9시 10분 현재 병원 2층 복도 끝에 19명이 있으며, 운영 기준은 25명입니다.","병원 2층 복도 끝에서 운영 기준 25명보다 6명 부족한 19명이 이용하고 있습니다. 안정적인 통행 흐름이 이루어지고 있어 현재 상황은 양호합니다.",군중 밀집 및 체류 감지
"오후 1시 50분, 전시센터 3층 부스 앞에 86명이 몰려있습니다. 설정 기준은 40명입니다.","전시센터 3층 부스 앞에서 설정 기준 40명을 46명 초과한 86명이 집중되어 있습니다. 전시 주요 프로그램이 오후 3시에 시작되어 더 많은 방문객 유입이 예상되므로, 안전사고 방지를 위한 즉각적인 인원 분산 조치가 필수입니다.",군중 밀집 및 체류 감지
"지하철역 지하1층 계단 앞에 현재 33명이 있으며, 기준 인원은 설정되어 있지 않습니다. 시각은 정오 12시 45분입니다.","정오 12시 45분 지하철역 지하1층 계단 앞에 33명이 집결해 있습니다. 기준 미설정 구역이지만 점심시간 승객 집중으로 통행 흐름이 느려지고 있어, 오후 6시 퇴근 시간대에는 더욱 혼잡할 것으로 예상됩니다.",군중 밀집 및 체류 감지
"새벽 8시 30분 콘서트장 3층 로비 입구 18명 파악, 관리 기준 20명","새벽 8시 30분 콘서트장 3층 로비 입구에 관리 기준 20명보다 2명 적은 18명이 대기하고 있습니다. 안정적인 수준이며 오후 7시 공연 시작 전까지는 여유로운 운영이 가능할 것으로 판단됩니다.",군중 밀집 및 체류 감지
"오후 3시 25분 터미널 2층 게이트 앞에서 74명 측정, 권장 기준 50명","오후 3시 25분 터미널 2층 게이트 앞에 권장 기준 50명을 24명 뛰어넘은 74명이 밀집해 있습니다. 항공편 집중 시간으로 승객 대기가 가중되고 있어 추가 체크인 카운터 개방과 대기선 재배치가 시급합니다.",군중 밀집 및 체류 감지
"오전 10시 5분, 쇼핑몰 2층 에스컬레이터 하단에 38명이 머물고 있으며 안전 기준은 35명입니다.","쇼핑몰 2층 에스컬레이터 하단에서 안전 기준 35명을 3명 웃도는 38명이 체류하고 있습니다. 주말 쇼핑 성수기로 오후 2시경 고객 집중이 예상되어 사전 대비가 필요합니다.",군중 밀집 및 체류 감지
"축제장 중앙 광장에 오전 11시 10분 현재 45명이 있으며, 기준은 미설정 상태입니다.","오전 11시 10분 축제장 중앙 광장에 기준 미설정 상태로 45명이 분산되어 있습니다. 축제 본 행사가 오후 1시에 시작되어 참가자들이 모이기 시작하고 있으며, 시간이 지날수록 더 많은 인파가 몰릴 것으로 예상됩니다.",군중 밀집 및 체류 감지
"오전 9시 55분 영화관 1층 매표소 대기선 현재 인원 23명, 기준 인원 25명","오전 9시 55분 영화관 1층 매표소 앞에 기준 인원 25명보다 2명 적은 23명이 대기하고 있습니다. 원활한 매표 서비스가 진행되고 있으며 저녁 시간대 관람객 증가 전까지 여유로운 운영이 가능합니다.",군중 밀집 및 체류 감지
"현재 시각은 오후 4시 40분이며, 월드컵경기장 게이트 앞에 212명이 집결 중입니다. 기준 인원은 150명입니다.","오후 4시 40분 월드컵경기장 게이트 앞에 기준 인원 150명을 62명 넘어선 212명이 모여있습니다. 오후 6시 경기 시작을 앞두고 관중 유입이 급증하고 있어 안전사고 방지를 위한 입장 통제와 대기선 재정비가 시급합니다.",군중 밀집 및 체류 감지
"오후 2시 10분 축제장 중앙광장 계측 인원 112명, 기준 인원 80명","오후 2시 10분 축제장 중앙광장에 기준 인원 80명을 32명 웃도는 112명이 집중해 있습니다. 축제 메인 이벤트가 진행 중이어서 참가자들이 몰리고 있으며, 안전 확보를 위해 주변 공간으로의 분산 유도가 필요합니다.",군중 밀집 및 체류 감지
"현재 시각은 오전 9시 20분이며, 박람회장 입구 앞에 38명이 있습니다. 기준 인원은 50명입니다.","오전 9시 20분 박람회장 입구 앞에 기준 인원 50명보다 12명 적은 38명이 분포해 있습니다. 여유로운 상태로 원활한 출입이 가능하며, 오전 10시 개장 후 방문객 증가에 대비한 준비가 필요합니다.",군중 밀집 및 체류 감지
"지하철역 지하1층 통로 기준 인원 60명, 현재 인원 124명, 시각 오후 1시 10분","오후 1시 10분 지하철역 지하1층 통로에 기준 인원 60명을 64명 초과한 124명이 몰려있습니다. 점심시간 승객 유입으로 심각한 정체가 발생하고 있어 안전사고 위험이 높습니다. 즉각적인 흐름 분산과 대안 경로 안내가 필수적입니다.",군중 밀집 및 체류 감지
"오전 11시 55분 콘서트장 외부 매표소 대기 공간 인원 79명, 기준 인원 70명","오전 11시 55분 콘서트장 외부 매표소 앞에 기준 인원 70명을 9명 상회한 79명이 대기하고 있습니다. 오후 7시 공연 시작 전 티켓 예매객들이 몰리기 시작하여, 저녁 시간대 추가 증가가 우려됩니다.",군중 밀집 및 체류 감지
"축제광장 중앙부에 오후 2시 40분 현재 65명이 있습니다. 기준 인원은 설정되어 있지 않습니다.","오후 2시 40분 축제광장 중앙부에 기준 미설정 상태로 65명이 집중되어 있습니다. 축제 저녁 메인 행사가 오후 6시에 예정되어 있어 시간이 지날수록 더 많은 참가자 유입이 예상됩니다.",군중 밀집 및 체류 감지
"오전 10시 5분 백화점 2층 에스컬레이터 하단 계측 인원 38명, 기준 인원 35명","오전 10시 5분 백화점 2층 에스컬레이터 하단에 기준 인원 35명을 3명 상회한 38명이 분포해 있습니다. 층간 이동 고객이 늘어나고 있어 정렬 유도와 흐름 관리가 필요합니다.",군중 밀집 및 체류 감지
"현재 시각 새벽 8시 45분, 도서관 3층 열람실 앞에 22명이 있습니다. 기준 인원은 25명입니다.","새벽 8시 45분 도서관 3층 열람실 앞에 기준 인원 25명보다 3명 적은 22명이 이용하고 있습니다. 개관 시간 전 대기 상황으로 오전 9시 개관 후 학습자 증가에 대비한 준비가 필요합니다.",군중 밀집 및 체류 감지
"오후 3시 25분 터미널 2층 게이트 대기구역 포착 인원 74명, 기준 인원 50명","오후 3시 25분 터미널 2층 게이트 앞에 기준 인원 50명을 24명 상회한 74명이 집결해 있습니다. 항공편 탑승 시간 집중으로 대기열이 연장되고 있어 탑승 안내 강화와 추가 카운터 개방을 검토해야 합니다.",군중 밀집 및 체류 감지
"지하철역 5호선 1번 출입구 앞 인원 56명, 기준 미설정, 시간 오후 5시","오후 5시 지하철역 5호선 1번 출입구 앞에 기준 미설정 상태로 56명이 체류하고 있습니다. 퇴근 시간대 승객 유입이 본격화되고 있어 내일 같은 시간대에도 동일한 혼잡이 예상되므로 대비가 필요합니다.",군중 밀집 및 체류 감지
"오후 4시 10분 실내체육관 로비 관측 인원 31명, 기준 인원 30명","오후 4시 10분 실내체육관 로비에 기준 인원 30명을 1명 웃도는 31명이 머물고 있습니다. 경기 종료가 가까워져 퇴장객 증가가 예상되며, 내일 같은 시간 경기 종료 시에도 유사한 상황이 반복될 것으로 보입니다.",군중 밀집 및 체류 감지
"14:35 전시센터 1층 A입구 감지 인원 94명, 기준 인원 60명","전시센터 1층 A입구에 14시 35분 현재 94명이 확인되었습니다. 기준 인원 60명을 크게 초과한 상태이며, 입구 전방에 대기열이 밀집되고 있습니다. 유입을 분산시키기 위한 안내 방송과 유도선 정비가 필요합니다.",군중 밀집 및 체류 감지
"현재 시각 10시 15분, 시청 앞 광장에 71명이 있습니다. 기준 인원은 50명입니다.",시청 앞 광장에는 기준 인원 50명을 초과한 71명이 체류 중입니다. 10시 15분 현재 유입이 증가하며 주변 보행 흐름이 둔화되고 있습니다. 질서 유지를 위한 유도 조치가 요구됩니다. 지금부터는 현장 안내 인력 배치를 검토해 주세요.,군중 밀집 및 체류 감지
"11:20 복합문화센터 로비 감지 인원 39명, 기준 미설정",복합문화센터 로비에는 11시 20분 현재 39명이 머무르고 있습니다. 기준 수치는 설정되어 있지 않지만 점심시간대를 앞두고 행사 참여자 유입이 예상됩니다.,군중 밀집 및 체류 감지
"13:00 공항 국내선 C게이트 앞 감지 인원 128명, 기준 인원 100명","공항 국내선 C게이트 앞에 기준 인원 100명을 넘긴 128명이 확인되었습니다. 13시 기준 대기열이 점차 길어지고 있으며, 탑승 안내 지연도 우려됩니다. 조속한 줄 정비와 안내 방송이 권장됩니다.",군중 밀집 및 체류 감지
복합상가 지하2층 연결통로에 15시 05분 기준 88명이 있습니다. 기준 인원은 없습니다.,"복합상가 지하2층 연결통로에는 기준 수치 없이 88명이 확인되었습니다. 15시 05분 현재 유입이 이어지는 상황이며, 반복 정체 구간으로 판단됩니다. 통행 흐름 확보를 위한 유도선 표시가 필요합니다.",군중 밀집 및 체류 감지
"08:50 도서관 1층 열람실 입구 감지 인원 19명, 기준 인원 25명",도서관 1층 열람실 입구에는 현재 기준 인원 25명보다 적은 19명이 확인되었습니다. 08시 50분 시점에서는 비교적 여유 있는 상태이나 개관 시간대 유입 증가에 대비한 관찰이 필요합니다.,군중 밀집 및 체류 감지
"현재 시각 16시 10분, 체육관 실내 로비에 31명이 있으며 기준 인원은 30명입니다.","체육관 실내 로비에는 기준 인원 30명을 소폭 넘긴 31명이 감지되었습니다. 16시 10분 현재 흐름은 유지되고 있으나, 경기 종료 후 퇴장 시간대에 대비해 선제적 조치를 권장합니다.",군중 밀집 및 체류 감지
"12:40 야외무대 앞 광장 감지 인원 143명, 기준 인원 100명",야외무대 앞 광장에는 12시 40분 현재 기준 인원 100명을 초과한 143명이 확인되었습니다. 주요 공연 시작 전 유입이 집중되며 혼잡이 가중되고 있습니다. 우회 동선 유도와 현장 경고 방송이 필요합니다.,군중 밀집 및 체류 감지
전시회장 2층 홀 출입로에 10시 기준 45명이 있으며 기준값은 설정되어 있지 않습니다.,"전시회장 2층 홀 출입로에는 기준값 없이 45명이 머무르고 있습니다. 10시 현재 전시 시작 시간대를 앞두고 관람객 유입이 예상됩니다.",군중 밀집 및 체류 감지
"09:25 터미널 1층 정문 앞 감지 인원 148명, 기준 인원 120명",터미널 1층 정문 앞에 기준 인원 120명을 초과한 148명이 감지되었습니다. 09시 25분 현재 유입량이 빠르게 증가하고 있어 혼잡 심화가 우려됩니다. 조기 방송 안내와 동선 분산을 준비해 주세요.,군중 밀집 및 체류 감지
"13:20 백화점 1층 A게이트 앞 감지 인원 94명, 기준 인원 60명",입구가 좁아 유입이 집중되는 백화점 1층 A게이트 앞에 13시 20분 현재 기준 인원을 초과한 94명이 확인되었습니다. 정체가 누적되고 있어 안내 방송과 줄 정비가 필요합니다.,군중 밀집 및 체류 감지
"현재 시각 09시 30분, 박람회장 B관 내부에 86명이 있습니다. 기준 인원은 50명입니다.","박람회장 B관 내부에는 기준 인원 50명을 크게 초과한 86명이 머무르고 있습니다. 09시 30분 현재 이미 혼잡한 상태로, 이대로 유입이 지속되면 대기 공간 확보가 어려울 수 있어 빠른 조치가 요구됩니다.",군중 밀집 및 체류 감지
"10:45 전시센터 3층 로비 감지 인원 49명, 기준 미설정","기준 수치는 설정되어 있지 않지만, 전시센터 3층 로비에 10시 45분 현재 49명이 머무르고 있습니다. 전시 시작 전후로 혼잡이 자주 발생하는 구역으로, 사전 유도선 정비가 필요합니다.",군중 밀집 및 체류 감지
"11:00 야외 공연장 앞 광장 감지 인원 139명, 기준 인원 120명","공연 대기 인파가 몰리면서 야외 공연장 앞 광장에 139명이 확인되었습니다. 기준 인원 120명을 초과한 상태이며, 안내 인력 배치와 방송 유도를 검토해 주세요. 현재 시각은 11시입니다.",군중 밀집 및 체류 감지
지하상가 C통로에 현재 시각 15시 05분 기준 87명이 있습니다. 기준값은 없습니다.,"지하상가 C통로에는 기준값 없이 87명이 체류 중입니다. 유입이 반복되는 시간대라 정체 발생 가능성이 높으며, 보행자 안전 확보를 위해 유도 안내가 필요합니다.",군중 밀집 및 체류 감지
"08:50 도서관 2층 열람실 앞 감지 인원 18명, 기준 인원 25명",도서관 2층 열람실 앞에 08시 50분 현재 18명이 머무르고 있습니다. 기준 인원 25명에 미달하며 현재는 여유 있는 상태입니다. 다만 향후 등교 시간대에 대비해 상황을 주시해 주세요.,군중 밀집 및 체류 감지
"현재 시각 16시 00분, 전시회장 2층 D홀 출입구에 64명이 있습니다. 기준 인원은 50명입니다.",16시 기준 전시회장 2층 D홀 출입구에는 기준 인원 50명을 초과한 64명이 확인되었습니다. 출입 동선이 혼잡해지고 있어 유입 분산을 위한 안내가 요구됩니다.,군중 밀집 및 체류 감지
"14:40 복합문화센터 로비 감지 인원 131명, 기준 인원 90명","기준 인원 90명을 크게 넘긴 131명이 복합문화센터 로비에 14시 40분 현재 머무르고 있습니다. 로비가 협소해 정체가 심화될 수 있으며, 조기 방송 및 안내 인력 확보가 필요합니다.",군중 밀집 및 체류 감지
축제장 외곽부에 12시 25분 현재 42명이 있습니다. 기준 미설정,"기준은 미설정 상태지만, 축제장 외곽부에 42명이 확인되었습니다. 점심시간대 이후 행사 참여자 증가가 예상되어 사전 관찰이 필요합니다.",군중 밀집 및 체류 감지
"09:10 지하철 4호선 2번 출구 앞 감지 인원 73명, 기준 인원 60명","지하철 4호선 2번 출구 앞에 09시 10분 현재 73명이 감지되었습니다. 기준 인원보다 13명 많아졌고, 유입 속도도 빠른 편입니다. 통행 정체를 방지하려면 빠른 조치가 필요합니다.",군중 밀집 및 체류 감지
"현재 시각은 09시 45분이며, 야외무대 앞 통로에 62명이 있습니다. 기준 인원은 60명입니다.","야외무대 앞 통로에는 기준 인원 60명에 근접한 62명이 확인되었습니다. 현재는 큰 혼잡은 없지만, 10시 이후 공연 시작 전 관람객 유입을 대비한 조기 정렬이 필요합니다.",군중 밀집 및 체류 감지
"11:30 복합상가 1층 출입구 전방 감지 인원 38명, 기준 인원 40명","복합상가 1층 출입구 전방에는 기준 인원보다 2명 적은 38명이 감지되었습니다. 11시 30분 현재는 원활한 상태이며, 점심시간대 쇼핑객 증가를 대비한 관찰이 필요합니다.",군중 밀집 및 체류 감지
"지하철 역사 2호선 D환승통로 현재 인원 121명, 기준 미설정, 시각 17:20","지하철 역사 2호선 D환승통로에는 17시 20분 현재 121명이 머무르고 있습니다. 기준 수치는 설정되어 있지 않지만, 퇴근 시간대 반복 정체가 발생하는 구간입니다. 유입 흐름을 분산시켜 주세요.",군중 밀집 및 체류 감지
"현재 시각은 08시 15분이며, 도서관 2층 정문 앞에 18명이 있습니다. 기준 인원은 25명입니다.","도서관 2층 정문 앞에는 08시 15분 현재 기준 인원보다 적은 18명이 확인되었습니다. 이 시점은 안정적인 상태이며, 추가 조치는 필요하지 않습니다.",군중 밀집 및 체류 감지
"13:40 전시회장 1층 E게이트 진입로 감지 인원 97명, 기준 인원 70명",전시회장 1층 E게이트 진입로에는 기준 인원 70명을 초과한 97명이 13시 40분 현재 체류 중입니다. 유입이 계속되면 오후 2시 무렵 정체가 심화될 수 있어 조기 방송이 필요합니다.,군중 밀집 및 체류 감지
복합문화센터 지하1층 F복도에 현재 시각 15시 00분 기준 55명이 있습니다. 기준 수치는 없음.,"복합문화센터 지하1층 F복도에는 기준 수치 없이 55명이 확인되었습니다. 반복 유입이 많은 시간대이며, 흐름 제어를 위한 선제적 유도가 권장됩니다.",군중 밀집 및 체류 감지
"10:25 시청광장 G무대 앞 감지 인원 112명, 기준 인원 80명","시청광장 G무대 앞에는 10시 25분 현재 기준 인원보다 많은 112명이 감지되었습니다. 오전 유입이 다소 집중되는 구간으로, 정오 이후 흐름 분산 조치가 필요합니다.",군중 밀집 및 체류 감지
"현재 시각 12시 55분, 축제장 H출입구 외부 통로에 34명이 있으며 기준은 미설정입니다.","축제장 H출입구 외부 통로에는 기준 미설정 상태에서 34명이 머무르고 있습니다. 12시 55분 현재는 여유 있으나, 13시 이후 반복 유입되는 구간으로 경계가 필요합니다.",군중 밀집 및 체류 감지
"09:30 공항 국제선 I보안검색 진입구 감지 인원 129명, 기준 인원 100명",공항 국제선 I보안검색 진입구에는 기준 인원 100명을 초과한 129명이 09시 30분 현재 확인되었습니다. 대기열 정체가 이어지고 있어 흐름 제어와 안내 인력이 필요합니다.,군중 밀집 및 체류 감지
"복합상업타워 3층 J홀 입구 앞 인원 42명, 기준 없음, 시간 14:05","복합상업타워 3층 J홀 입구 앞에는 14시 05분 기준 42명이 머무르고 있습니다. 기준은 설정되어 있지 않지만, 이 시점 유입이 반복되는 구간으로 밀집 방지를 위한 유도가 요구됩니다.",군중 밀집 및 체류 감지
"09:50 쇼핑몰 3층 A전망대 앞 감지 인원 77명, 기준 인원 60명","쇼핑몰 3층 A전망대 앞에는 기준 인원 60명을 초과한 77명이 09시 50분 현재 감지되었습니다. 오전 시간대부터 유입이 몰리고 있으며, 점심 이후 혼잡 심화 가능성이 있어 사전 방송이 권장됩니다.",군중 밀집 및 체류 감지
"현재 시각 14시 20분, 공항 국제선 B수하물 수취구역에 124명이 있습니다. 기준 인원은 100명입니다.",공항 국제선 B수하물 수취구역에는 14시 20분 기준 124명이 확인되었습니다. 기준 인원인 100명을 초과한 상태로 대기 공간이 포화에 근접해 있습니다. 유입 지속 시 정체 심화가 우려되므로 빠른 조치가 필요합니다.,군중 밀집 및 체류 감지
"전시회장 1층 C부스 주변 현재 인원 31명, 기준 미설정, 시각 13:15",전시회장 1층 C부스 주변에는 기준 미설정 상태에서 31명이 13시 15분 기준 머무르고 있습니다. 오후 입장객 유입이 이어지는 시점이므로 분산 유도를 고려해 주세요.,군중 밀집 및 체류 감지
"08:10 도서관 1층 북카페 앞 감지 인원 12명, 기준 인원 20명",도서관 1층 북카페 앞에는 08시 10분 현재 12명이 확인되었습니다. 기준 인원보다 적은 수치로 현재는 여유 있는 상태입니다. 별도 조치는 필요하지 않습니다.,군중 밀집 및 체류 감지
"16:40 복합상업지구 2층 D출입로 감지 인원 98명, 기준 인원 80명",복합상업지구 2층 D출입로에는 16시 40분 기준 98명이 확인되었습니다. 기준 인원 80명을 초과한 상태에서 퇴근 시간대 유입이 지속될 수 있어 정체 관리가 요구됩니다.,군중 밀집 및 체류 감지
"현재 시각 13시 05분, 공연장 E입구 외곽 구간에 59명이 있습니다. 기준은 미설정입니다.","공연장 E입구 외곽 구간에는 기준 미설정 상태에서 59명이 확인되었습니다. 13시 05분 현재 관람객 대기열이 형성되는 시점으로, 선제 대응이 필요합니다.",군중 밀집 및 체류 감지
"10:35 터미널 3층 F게이트 근처 감지 인원 66명, 기준 인원 60명",터미널 3층 F게이트 근처에는 기준 인원 60명을 약간 초과한 66명이 10시 35분 현재 머무르고 있습니다. 당장은 안정적이나 정오 이후 정체가 시작될 수 있어 조기 안내를 검토해 주세요.,군중 밀집 및 체류 감지
"현재 시각 11시 15분, 전통시장 중앙통로에 29명이 있습니다.",전통시장 중앙통로에는 11시 15분 현재 29명이 머무르고 있어 현재는 안정적인 상태입니다. 기준값은 없지만 정오 이후 방문객 증가가 예상됩니다.,군중 밀집 및 체류 감지
"12:30 체육관 1층 H입장구역 감지 인원 102명, 기준 인원 90명","체육관 1층 H입장구역에는 12시 30분 현재 기준 인원 90명을 초과한 102명이 감지되었습니다. 점심 시간대 이후 관람객 유입이 지속되며, 대기 공간 확보가 필요합니다.",군중 밀집 및 체류 감지
"복합문화회관 2층 세미나홀 앞 인원 19명, 기준 없음, 시각 09:25",복합문화회관 2층 세미나홀 앞에는 09시 25분 현재 기준 없음 상태에서 19명이 확인되었습니다. 오전 강연 시작을 앞두고 참석자 유입이 예상됩니다.,군중 밀집 및 체류 감지
"현재 시각은 09시 50분이며, 시청광장 A출입구에 62명이 있습니다. 기준 인원은 50명입니다.",09시 50분 현재 시청광장 A출입구에는 기준 인원 50명을 초과한 62명이 확인되었습니다. 지금부터 유입이 점차 늘어날 것으로 예상돼 분산 안내가 필요합니다.,군중 밀집 및 체류 감지
"현재 시각 10시 30분, 전시센터 1층 B게이트 주변에 71명이 있습니다. 기준 인원은 60명입니다.",전시센터 1층 B게이트 주변에는 10시 30분 현재 기준 인원 60명을 넘긴 71명이 체류 중입니다. 이 시간대에는 유입이 반복되기 때문에 조기 안내가 요구됩니다.,군중 밀집 및 체류 감지
"11:20 기준 복합상가 C홀 입구 앞 감지 인원 88명, 기준 인원 70명","복합상가 C홀 입구 앞에는 11시 20분 기준으로 88명이 확인되었습니다. 기준 인원 70명이 초과되어 혼잡이 시작되고 있으며, 빠른 조치가 필요합니다.",군중 밀집 및 체류 감지
"08:15 도서관 1층 북카페 앞 감지 인원 15명, 기준 인원 25명","도서관 1층 북카페 앞에는 현재 시각 08시 15분 기준으로 15명이 확인되었습니다. 기준 인원 25명 보다 적은 수치로, 현재는 여유 있는 상태입니다.",군중 밀집 및 체류 감지
"현재 시각은 13시 10분이며, 전시회장 2층 D출입구에 93명이 있습니다. 기준 인원은 80명입니다.",13시 10분 현재 전시회장 2층 D출입구에는 기준 인원 80명을 초과한 93명이 확인되었습니다. 이 시간대는 유입 집중 구간으로 안내 인력이 필요합니다.,군중 밀집 및 체류 감지
"현재 시각 12시 05분, 축제장 외곽 통로에 31명이 있습니다. 기준 미설정입니다.","12시 05분 현재 축제장 외곽 통로에는 기준은 설정되어 있지 않지만 31명이 체류 중입니다. 오후 시간대 행사를 앞두고 향후 참여자 유입이 예상됩니다.",군중 밀집 및 체류 감지
"현재 시각 14시 50분, 터미널 1층 F게이트 앞에 109명이 있습니다. 기준 인원은 90명입니다.",14시 50분 현재 터미널 1층 F게이트 앞에는 기준 인원 90명을 초과한 109명이 머무르고 있습니다. 오후 시간대 대기열 증가가 반복되어 빠른 유도 조치가 필요합니다.,군중 밀집 및 체류 감지
"현재 시각은 15시 40분이며, 공연장 입구에 52명이 있습니다.",15시 40분 현재 공연장 입구에는 52명이 확인되었습니다. 기준값은 설정되어 있지 않지만 공연 시작 직전 관람객 유입이 예상되므로 조기 관찰이 필요합니다.,군중 밀집 및 체류 감지
"09:25 기준 지하철 4호선 H출입구 앞 감지 인원 73명, 기준 인원 60명",지하철 4호선 H출입구 앞에는 09시 25분 기준으로 기준 인원 60명을 넘긴 73명이 감지되었습니다. 혼잡이 반복되는 시간대로 안내 유도가 필요합니다.,군중 밀집 및 체류 감지
"현재 시각 16시 20분, 공항 국제선 I수속 구간에 134명이 있습니다. 기준 인원은 100명입니다.","16시 20분 현재 공항 국제선 I수속 구간에는 기준 인원 100명보다 많은 134명이 확인되었습니다. 저녁 시간대 유입 증가가 지속될 것으로 보이며, 분산 유도 안내가 필요합니다.",군중 밀집 및 체류 감지
"08:50 터미널 1층 A게이트 앞 감지 인원 44명, 기준 인원 40명","08시 50분 현재 터미널 1층 A게이트 앞에는 기준 인원 40명을 초과한 44명이 확인되었습니다. 아침 시간대 유입이 시작되는 구간으로, 조기 정비가 필요합니다.",군중 밀집 및 체류 감지
"11:10 복합상가 2층 B엘리베이터 대기구역 감지 인원 63명, 기준 인원 60명","오전 11시 10분 기준으로 복합상가 2층 B엘리베이터 앞에는 63명이 감지되었습니다. 기준 인원 60명을 초과한 상태이며, 대기열이 형성되고 있어 분산 안내가 필요합니다.",군중 밀집 및 체류 감지
"13:25 도서관 1층 복도 앞 감지 인원 19명",13시 25분 시점에는 도서관 1층 복도 앞에 19명이 머무르고 있습니다. 기준값은 설정되어 있지 않지만 현재는 여유 있는 상황입니다.,군중 밀집 및 체류 감지
"13:00 공연장 입구 외곽 감지 인원 55명",13시 무렵 공연장 입구 외곽에는 55명이 확인된 상태입니다. 기준값은 없지만 공연 시작 시간대를 앞두고 관람객 유입이 예상됩니다.,군중 밀집 및 체류 감지
"10:05 시청광장 전면 감지 인원 42명",10시 05분 현재 시청광장 전면에는 42명이 감지된 상태입니다. 기준값은 설정되어 있지 않지만 오전 시간대 행사 준비로 향후 유입이 예상됩니다.,군중 밀집 및 체류 감지
"14:10 복합문화센터 F정문 앞 감지 인원 118명, 기준 인원 100명",14시 10분을 지나며 복합문화센터 F정문 앞에는 기준 인원100명을 초과한 118명이 확인되었습니다. 유입이 집중되는 시점이므로 정비가 필요합니다.,군중 밀집 및 체류 감지
